date,chlorophyll_a_mg_m3,sst_c,par_umol_m2_s,nitrate_umol_l,wind_speed_m_s,upwelling_index,mixed_layer_depth_m,salinity_psu,current_speed_m_s,river_discharge_index,cloud_fraction,surface_pressure_hpa,turbidity_ntu
2015-01-01,1.384478648933479,11.481587018713343,149.1099633774228,6.015580628734449,6.312240800731997,0.8883801624242296,31.398514420101154,35.267326328913434,0.24334471055656254,1.4541305191900915,0.77242385940042,1013.6306505369206,2.7125745269598784
2015-01-02,1.1638342769927346,11.645004884226934,102.70914380566846,5.378356403112805,6.419118223643689,0.06968425983594029,32.58214721784786,35.23220064018279,0.3058873232309917,1.5041317543421275,0.7208543680437877,1013.7469502526137,2.929409151621628
2015-01-03,1.1593724373302825,11.306775319546752,113.83750178577225,6.347326802682643,7.360378008490168,1.6009033307874014,34.065340691895884,35.22136383845861,0.36373510145132154,1.2907405131715621,0.7344119450035018,1014.8569496901072,2.6313790716567866
2015-01-04,1.3705939771430693,12.11698224592543,173.91482381313332,6.1206675449825525,7.730970870646354,1.282714558495005,34.53842096403222,35.267069680967886,0.40283631558326755,1.644758605829332,0.6422735449282893,1013.1317682777633,2.6686857424079142
2015-01-05,1.6370801830456727,11.822242378390385,76.81400583707844,5.257522968000899,6.902393164670774,0.5190572710184727,35.72473253816143,35.32976950598595,0.3646405725348487,1.2342897604773018,0.7442930378111604,1014.7629296823893,2.5201976011389826
2015-01-06,1.1220236981987897,11.394804667132613,48.62382401824903,5.948835238106524,6.52716980538038,0.5647835641580194,33.518929480850716,35.174284844110375,0.31015147146178124,1.5492977462819253,0.563805114152741,1014.6951805713574,2.944712464083334
2015-01-07,1.1329617771533258,11.630454951577304,96.17434304567949,5.474407082663219,5.549476906718941,-0.06416913143120431,32.792545860381885,35.010188140329866,0.28981075370941634,1.7902740790142029,0.5765106346960602,1016.367889405007,2.973744030573837
2015-01-08,1.0986755244836974,11.333279465666081,111.83886438661655,6.442233422842107,6.359650882070139,0.7963015547792544,29.373611456655013,34.91014461563113,0.2736157162946651,1.8497349848294669,0.6558099640718086,1013.0870226727811,2.6597845277052286
2015-01-09,1.0791438728047587,11.759168455826815,82.38996761857871,5.8205795033555665,5.8338605299926485,0.4822637786267299,30.927497325422575,35.08048779901006,0.3735253524594874,1.7197911327304167,0.7302599037709138,1011.4299158578508,2.737818328887327
2015-01-10,1.0501505799329793,11.189849417546604,104.01741868548135,5.465622714439848,5.474864389724256,-0.19112660546545845,29.978767311852593,35.02504123791437,0.22796345044230232,1.6820508289662035,0.6344876526388897,1012.7696259680657,2.460634113482623
2015-01-11,1.3729673237665567,11.72192673801975,86.05505240444528,5.599867840476981,4.698833759284991,-0.4848149732943843,28.630663430981677,34.802772007442606,0.21722985149243726,2.089281552400357,0.5921733717864314,1012.4558395026203,2.80008673650527
2015-01-12,1.0711437839081672,11.449708104976223,86.0467231818048,6.044855192982493,7.094075436152167,0.37719224398263324,32.60337779582345,34.706511118384945,0.30553335546720983,2.2733490535919443,0.5327700697049103,1012.1728056027815,3.0986256294303605
2015-01-13,1.1904060346160992,11.377333143569924,103.6733768914981,5.269707286584696,5.337970030776542,-0.36116344259018945,30.600455561497654,34.66063959098593,0.24572449882180666,2.3241369151683067,0.5174181084449228,1015.1674311695566,3.6312102259997645
2015-01-14,1.2741291724069765,11.374545583702826,69.37751215356894,5.742903712648482,5.396855790455327,-0.10304453230082083,29.763570061967926,34.69068531363566,0.26719621880769895,2.486855459535606,0.48916072451219705,1011.165950554898,3.6813793877019485
2015-01-15,1.342125388002506,11.041961626965772,55.2135271122588,6.604987347871052,6.2989241648519325,0.28026216744311,33.79505393790043,34.755109922494825,0.2893933937966067,2.289755577818833,0.6141225867434689,1011.1724422964306,3.5864308836954955
2015-01-16,1.8338178914530798,11.921347469246404,93.18970866165921,6.387797186181563,5.996690080098547,1.0323936386671888,31.285800724241405,34.81586830613283,0.3419078414261374,2.078487051086553,0.6219707302250459,1008.9997824854879,3.525046392328379
2015-01-17,1.9335140542633293,11.756918280629465,64.10963607823079,6.701966537546357,7.355084413756181,1.3849024164102395,38.72621870045915,34.866916390241975,0.37747133064062705,1.803710114450052,0.540653647411761,1010.7079137735876,2.590992350866689
2015-01-18,1.9670129282156812,12.311219137725809,26.883942103583436,5.617828257173782,7.332613998028065,0.630157514855982,33.607211143202825,34.94729669740523,0.42148316325122154,1.618940304925933,0.5728523916313617,1011.1129688958462,2.5133519253638332
2015-01-19,1.9704304752015052,11.444369927945848,87.94475199525131,6.516253051310421,7.000239762381397,1.381132015528248,35.39570639120023,35.07918266163548,0.40587803929605304,1.6198492756322354,0.5403438614868853,1011.079319755528,2.6459665546210784
2015-01-20,2.187587124553281,11.586427203249658,107.40775446025145,5.93878137381709,6.665208208533931,0.7043249082435158,31.680451248769053,35.10303086184255,0.2639518283321495,1.534285551416431,0.6408092312523593,1013.8477582334157,2.7679827654690565
2015-01-21,2.4539581329635545,11.858484106633655,90.9096400973823,5.1742598245785985,4.738432854589853,-0.8657262570622437,28.299543404832658,34.98470633856228,0.26007785463179794,1.6625018490019843,0.5854354174357628,1015.6693094649572,3.1577127844341977
2015-01-22,2.8750301699130834,12.383444343025445,122.05924104377624,5.39962436808017,6.945743297504844,0.40243719346541695,30.653481886826988,34.89457364536293,0.32523331943473777,1.6917635777374749,0.7025799579585498,1017.9558026079642,2.99128439152086
2015-01-23,2.7008001140618374,11.581283690699747,56.51593798476386,6.991347539109189,6.62371439098294,1.2549769667624342,33.67636311537003,34.8137085343598,0.30383822008644024,1.8937778394882447,0.45427120433347806,1019.0701221459944,3.3241738374975656
2015-01-24,1.9242684744540692,12.576389548076948,108.07738530810188,6.001270574945328,8.144193598253345,1.3993803659750719,33.586803375766344,35.124128282415654,0.43930911301684683,1.490453990009493,0.668986968387831,1018.6711926547783,2.6197142704267584
2015-01-25,1.8176916862973693,11.653226356569231,90.04461897348658,4.873489528659504,4.272266824980252,-0.5944899729916311,25.164100529501585,35.03497555027367,0.19823473672785386,1.6973944360701294,0.49967468001535964,1020.2430989055345,2.45270397230076
2015-01-26,2.2591406334465147,11.69185947670641,66.23913263462322,5.132719758970572,6.0994621221716985,0.30357717563015896,28.637081093664793,35.17592364999516,0.2939629031058552,1.011728317172902,0.49361108251044666,1018.0016309146654,2.7222171841816674
2015-01-27,2.359358877321415,12.530813232208269,128.96539838764673,4.349346937464099,5.102629312901997,-0.7167471255355917,33.523058040741546,35.157825202747276,0.21517856236776656,1.3717522007115381,0.5443772814139572,1015.7757700316528,2.813527046979468
2015-01-28,2.0084309772198816,12.444949406732082,71.79940674557085,4.759048866093813,5.955423323632714,-0.41857559114435505,30.6936511029609,35.2438984466818,0.3292552887848801,1.125367099105237,0.6532317836709974,1018.2417569003372,2.9321510525411467
2015-01-29,1.8274038518179034,12.411911271799347,154.8079075056578,5.656382002736327,6.821077968363082,1.0287354913077926,33.49211483805201,35.33880425688818,0.259442361032009,0.9763460294563894,0.7391446966403549,1016.0677512618427,2.8052309713940455
2015-01-30,2.0692980785067143,12.298686047881873,100.58184416637573,5.2885319499991725,6.750560670955002,0.2685421198719391,32.09216783047204,35.223264141938635,0.21927464170519023,1.0194695750524778,0.6951448455515444,1018.8631090544183,3.0834742335710046
2015-01-31,2.040997093074404,13.0222188660125,176.2768130060875,5.797795346529603,7.505096128336196,1.4292353091498202,33.53945881498494,35.22929847156029,0.39142832353840007,1.3411953912926304,0.6226780899239754,1019.30153403229,2.9426919633989
2015-02-01,2.211844182212073,12.814992098853775,144.0602758007916,5.3843148932641665,6.853569905714676,0.9696159058704524,32.2028755289528,35.1169703369082,0.3252314364495688,1.1488390467757097,0.627586218584489,1020.2953475056876,2.6386775181867113
2015-02-02,2.1572317935270005,13.051185052750267,164.86915764148713,5.244796172493362,6.30336725264146,0.08414996961836385,33.22576648847979,35.239834532510386,0.35762717851893877,1.3260445174852877,0.503811259054576,1022.6392899417973,2.588016995781997
2015-02-03,2.6399502105931383,12.954419748810638,144.61301038933243,5.761345408990391,7.239852980852006,0.6560585375900607,34.09542256896312,35.13269013116551,0.3065980280076074,1.3865191087555573,0.698457458209422,1019.5888584216316,2.458761687556345
2015-02-04,2.0416999605791806,13.027604513504093,142.7753413365551,5.908650556280518,8.578577654238332,1.6102458472964318,35.38080871595199,35.237474837361006,0.4654975435379068,1.1127366431614343,0.5587853857855611,1017.7474110797947,2.551703964362095
2015-02-05,2.1594780364898463,13.279553392422933,142.28828758018778,4.688258230315601,6.2055555757156595,0.27367500597768657,31.384916562056326,35.09199812407069,0.3595631449090733,1.3988399103130238,0.6344640411942595,1018.5454975644224,2.6627682771593033
2015-02-06,2.166069434355958,12.965094770378364,142.3005084786079,4.835002003919553,5.0023317787251695,-0.3533857572998543,28.073011783549468,34.95561599865147,0.3132117898823888,1.445758607019397,0.5212880619328581,1017.5008516280859,2.5664418421029667
2015-02-07,1.8164213537953533,13.289151684071276,140.12911460343406,5.440762947176462,6.740526955846559,0.5843022940293642,31.14829565309351,34.80628421553659,0.320828730813886,1.8064890144341526,0.6107228110793055,1017.9796822203598,2.9450861460432156
2015-02-08,1.843774539070164,13.81486369061842,181.02273362546853,5.136277518898765,6.163640162545675,0.19885944090901328,28.39127082198156,34.94282812470795,0.2331551555957971,1.5312094507294336,0.6456304389896121,1016.9227853565468,2.631323099747086
2015-02-09,2.3873886210646096,13.499784347396206,213.0739167163568,5.266846032089809,6.197607569621523,0.32696970205478637,30.07422563457826,35.100386150871635,0.2919458821276798,1.3490117573273224,0.578618007768817,1015.2046873385813,2.8465472237361875
2015-02-10,2.50572119490839,13.159447621960899,97.33518472303254,4.982057251935962,6.117212545055341,0.355383570661079,34.24001717002196,35.05637912925317,0.2700495936301637,1.4254617239128993,0.5471431935769293,1015.7501843076157,2.8626561957868097
2015-02-11,2.000977298442726,13.777948406732966,207.05309593555108,4.2859859101468105,5.245227752349653,-0.7606158698927892,31.310320769212115,35.048933055785554,0.22735121314286996,1.3722085894461722,0.520061266038449,1015.9982585727711,2.788650498160281
2015-02-12,2.0623135879655963,13.717918218412528,126.07587497682397,4.930211702970774,5.15091162755277,-0.1951704423470992,31.6903605638384,35.05569206095897,0.25605367316347694,1.7338218010779813,0.5920853918927569,1017.1997704359039,3.256160691752002
2015-02-13,2.0394936203022107,13.912951451939657,98.4466068181411,5.114886548061664,7.664260685209411,0.9123830746740761,35.94169578953456,35.17747732189854,0.37977603372807206,1.3071885929548372,0.4223455370765953,1016.1462901060598,2.4641798439814715
2015-02-14,1.4731618915019498,13.631826724749686,188.29228200560058,4.398114869429509,5.1281099205553735,-0.47962048450495465,27.60602696018576,35.107235120659716,0.19017135854133105,1.1877633949093966,0.3655123548316128,1017.8986138535819,2.237798607679746
2015-02-15,2.2322927659662515,14.444018274773564,164.5968152166135,3.7518712607225866,4.7453417740487085,-1.2323306528823903,29.20284782039498,35.27478678987691,0.24031515579895957,0.9830318266400291,0.6466373102425743,1016.5571127836079,1.9921959175794695
2015-02-16,2.3146218377671572,13.486188494784392,173.41796430612288,4.800891629190331,5.2691169646814435,-0.3439490120215464,29.843242643166832,34.99083362897898,0.2570443187042955,1.2709117902775786,0.5826044156235016,1017.3296481160767,2.1741510308842034
2015-02-17,1.7952152472090837,13.82856311282548,183.87920914340413,4.410687130572023,5.250735230109677,-0.4114220422521395,28.922951206562544,35.06671846396778,0.298560334154337,1.3774615908994774,0.5128256869245028,1015.0672582778155,2.1525232971756583
2015-02-18,1.5807964289826368,13.862062880616127,179.20967201896713,6.734273774647288,8.737814868433132,2.4192912544373044,36.08727013454236,35.01759145573195,0.4847798069322571,1.5222305650685548,0.5911764474016454,1014.8417974853791,2.135729075541182
2015-02-19,1.4274215307083786,13.779751846755156,201.21802002278915,6.167966724140603,8.676170057297727,1.8841925527806316,36.54218129093526,35.13621565499088,0.48470225953923307,1.1954072641961913,0.6036020234231438,1018.1804593789567,1.9236336111365788
2015-02-20,1.757582475997858,13.67296787704886,164.55165082984558,5.58631532330103,8.182619604598242,1.9942340108463041,34.883747026780554,35.10616277416678,0.45820000676685785,1.2145520844693052,0.3878407112157461,1016.9825246904163,1.8441284044371933
2015-02-21,2.376345162682055,13.278834847374931,185.15636032397393,5.322244904770161,6.6581669513741195,0.8806633534323578,29.827092762997825,35.09104710251589,0.38747339127677033,1.060485373814601,0.4520534644866747,1019.1251707903202,1.6988168609069578
2015-02-22,3.124518670067253,12.774095436238987,90.04882578637941,5.909273155279128,7.783023766376712,1.172918911860584,33.56502571527662,35.00015763584597,0.4168415418963986,1.0898741313578226,0.28701810389941745,1019.1069163628787,1.8105493849243945
2015-02-23,2.8894881554265863,13.114308520594538,214.84027111682704,7.214814442824846,9.279348224198571,2.793098102867401,36.95065447456856,34.93437083514149,0.44321546545755713,1.2577497099848862,0.33774683686582535,1017.3920837437895,1.9657034637043616
2015-02-24,2.674217599182383,13.421021915456084,176.50834621207213,5.178042239549333,6.0200374653937585,0.14263500917639252,31.955671497398207,34.89116950903992,0.28376727592366996,1.3268083026445134,0.32307424317911426,1017.5219533877604,2.180716935109467
2015-02-25,3.058439473710503,13.223646074746625,148.13466522422792,5.944209281208187,8.878973905706161,1.9054564051179776,36.36027757071278,35.04155208138715,0.4657638746294528,0.8796505648687962,0.385883244874461,1016.6403537741678,2.069802397117713
2015-02-26,3.356176137795173,13.163535200747452,162.07161337432927,4.361145302926448,5.4521952858221345,-0.6754003716216137,27.532678214278455,35.12547110938175,0.24125060407707824,0.8546532881291998,0.3974219265704306,1015.168465734628,1.7780362817969202
2015-02-27,3.0059728911121035,13.753248900082669,177.89283656758408,4.9840713464719215,6.930919681026682,0.2736864299841839,29.929142391674766,35.05964956374557,0.3724525169142712,1.1141352068561994,0.30738849860474293,1017.7072825547601,1.8903192312698711
2015-02-28,2.16204435444557,15.042209597069839,241.98623515953037,4.274934528481878,5.752007907523125,-0.05005357774948556,31.054969765640806,35.09178907860464,0.26423731759930397,1.3134904891422337,0.4826903013375736,1015.9758026786025,2.118240993831108
2015-03-01,1.8139718836828815,14.490920733965382,260.17248909172895,4.278379119917967,6.405500790287839,0.11875340588526616,31.286984127001226,35.06320214116029,0.3616694257962451,1.1277886664063437,0.33090786304352265,1016.4016446460452,2.449111369977719
2015-03-02,1.7085652317788544,14.301339426927411,211.9611098333748,4.691934593619805,6.112628374308779,-0.03798365213239682,25.067889331270024,34.84909532794884,0.3091700576199295,1.3053622571942773,0.5442249569773342,1017.3522218620882,2.4474426581443893
2015-03-03,1.5955724264003008,15.003902761037654,209.95931169744415,3.538639101517108,4.556474960218094,-1.465227032041453,27.6689544864745,34.91681404097911,0.2284033764380269,1.6371481326427788,0.7455963562198771,1015.0617399524781,2.382684830502175
2015-03-04,1.4067906632157245,15.038425336268809,201.08815737918104,4.610558314714371,4.679183038871533,-0.8888279724753739,25.97974133750212,34.777392701079414,0.21605763696095873,1.71764376398382,0.5007648442036082,1012.4806262115002,2.278561536427998
